AIRLINE,FL_DATE,DEP_DELAY
American Airlines Inc.,2020-02-07,20.85763888888889
American Airlines Inc.,2020-02-08,9.327272727272728
American Airlines Inc.,2020-02-09,6.6893939393939394
American Airlines Inc.,2020-02-10,4.6947368421052635
American Airlines Inc.,2020-02-11,3.418181818181818
American Airlines Inc.,2020-02-12,10.372
American Airlines Inc.,2020-02-13,30.080321285140563
American Airlines Inc.,2020-02-14,8.656934306569344
American Airlines Inc.,2020-02-15,4.616438356164384
American Airlines Inc.,2020-02-16,5.654008438818566
American Airlines Inc.,2020-02-17,2.059925093632959
American Airlines Inc.,2020-02-18,4.334645669291339
American Airlines Inc.,2020-02-19,1.2669039145907472
American Airlines Inc.,2020-02-20,11.194852941176471
American Airlines Inc.,2020-02-21,5.70954356846473
American Airlines Inc.,2020-02-22,2.331983805668016
American Airlines Inc.,2020-02-23,2.6605839416058394
American Airlines Inc.,2020-02-24,4.2407407407407405
American Airlines Inc.,2020-02-25,3.3487394957983194
American Airlines Inc.,2020-02-26,11.27027027027027
American Airlines Inc.,2020-02-27,7.396946564885496
American Airlines Inc.,2020-02-28,5.1063829787234045
American Airlines Inc.,2020-02-29,2.5305164319248825
American Airlines Inc.,2020-03-01,6.864035087719298
American Airlines Inc.,2020-03-02,6.488095238095238
American Airlines Inc.,2020-03-03,0.21561338289962825
American Airlines Inc.,2020-03-04,14.153526970954356
American Airlines Inc.,2020-03-05,0.21933085501858737
American Airlines Inc.,2020-03-06,2.5431654676258995
American Airlines Inc.,2020-03-07,0.07981220657276995
American Airlines Inc.,2020-03-08,1.6426116838487972
American Airlines Inc.,2020-03-09,4.003246753246753
American Airlines Inc.,2020-03-10,3.193661971830986
American Airlines Inc.,2020-03-11,0.48375451263537905
American Airlines Inc.,2020-03-12,2.7509025270758123
American Airlines Inc.,2020-03-13,13.557894736842105
American Airlines Inc.,2020-03-14,10.57918552036199
American Airlines Inc.,2020-03-15,3.121107266435986
American Airlines Inc.,2020-03-16,1.2883895131086143
American Airlines Inc.,2020-03-17,-3.036764705882353
American Airlines Inc.,2020-03-18,-1.2852459016393443
American Airlines Inc.,2020-03-19,6.546357615894039
American Airlines Inc.,2020-03-20,7.236593059936909
American Airlines Inc.,2020-03-21,-1.7344398340248963
American Airlines Inc.,2020-03-22,-0.9021739130434783
American Airlines Inc.,2020-03-23,1.375
American Airlines Inc.,2020-03-24,0.6607773851590106
American Airlines Inc.,2020-03-25,-0.06923076923076923
American Airlines Inc.,2020-03-26,-2.114186851211073
American Airlines Inc.,2020-03-27,-2.6870503597122304
American Airlines Inc.,2020-03-28,0.8177966101694916
American Airlines Inc.,2020-03-29,-2.045643153526971
American Airlines Inc.,2020-03-30,-3.015267175572519
American Airlines Inc.,2020-03-31,0.4
American Airlines Inc.,2020-04-01,2.9525547445255476
American Airlines Inc.,2020-04-02,-1.2875816993464053
American Airlines Inc.,2020-04-03,3.315985130111524
American Airlines Inc.,2020-04-04,-2.5510204081632653
American Airlines Inc.,2020-04-05,-1.8401639344262295
American Airlines Inc.,2020-04-06,-3.977272727272727
American Airlines Inc.,2020-04-07,-3.4944444444444445
